Gene ID	P value	avg_log(Foldchange)	pct.1 (enriched cluster)	pct.2 (other clusters)	adjusted P value	cluster
LOC-Os11g38800	9.99E-08	0.291241714	0.885	0.857	0.003916382	epidermis (near root hair)
LOC-Os11g076702	1.06E-07	0.327431796	0.534	0.331	0.004148468	epidermis (near root hair)
LOC-Os01g48960	1.06E-07	0.304444959	0.718	0.557	0.004158382	epidermis (near root hair)
LOC-Os07g41280	1.08E-07	0.356557397	0.412	0.245	0.004247726	epidermis (near root hair)
LOC-Os10g429001	1.11E-07	0.268370438	0.267	0.124	0.004342697	epidermis (near root hair)
LOC-Os01g198201	1.15E-07	0.264808823	0.947	0.908	0.004493801	epidermis (near root hair)
LOC-Os03g61930	1.26E-07	0.255929704	0.466	0.297	0.004924618	epidermis (near root hair)
LOC-Os01g72020	1.27E-07	0.252893872	0.221	0.095	0.004990766	epidermis (near root hair)
LOC-Os11g06170	1.27E-07	0.330702441	0.443	0.277	0.004998535	epidermis (near root hair)
LOC-Os02g344301	1.37E-07	0.293499587	0.557	0.373	0.005363321	epidermis (near root hair)
LOC-Os05g49140	1.44E-07	0.324043309	0.664	0.5	0.005658876	epidermis (near root hair)
LOC-Os03g020401	1.48E-07	0.300778333	0.718	0.51	0.005800934	epidermis (near root hair)
LOC-Os12g07710	1.50E-07	0.282977734	0.458	0.292	0.005892219	epidermis (near root hair)
LOC-Os12g35260	1.51E-07	0.25667811	0.244	0.11	0.005931755	epidermis (near root hair)
LOC-Os07g45090	1.53E-07	0.318553877	0.725	0.598	0.006014554	epidermis (near root hair)
LOC-Os03g08490	1.62E-07	0.418339547	0.489	0.334	0.006353448	epidermis (near root hair)
LOC-Os02g501301	1.76E-07	0.322161188	0.504	0.315	0.006889598	epidermis (near root hair)
LOC-Os06g10520	1.80E-07	0.372054908	0.511	0.357	0.007046311	epidermis (near root hair)
LOC-Os04g36319	1.87E-07	0.398266785	0.481	0.325	0.007320992	epidermis (near root hair)
LOC-Os01g09700	1.87E-07	0.282850516	0.229	0.098	0.007350553	epidermis (near root hair)
LOC-Os08g01850	1.98E-07	0.32435985	0.374	0.219	0.007759215	epidermis (near root hair)
LOC-Os03g57320	2.21E-07	0.312146552	0.641	0.532	0.008676366	epidermis (near root hair)
LOC-Os02g05030	2.24E-07	0.288084931	0.405	0.248	0.008775009	epidermis (near root hair)
LOC-Os01g42850	2.45E-07	0.263412617	0.321	0.17	0.009602561	epidermis (near root hair)
LOC-Os11g050501	2.69E-07	0.326560404	0.901	0.866	0.010541123	epidermis (near root hair)
LOC-Os04g41810	2.93E-07	0.271228595	0.397	0.227	0.011489522	epidermis (near root hair)
LOC-Os08g01610	3.04E-07	0.307886037	0.55	0.388	0.01192496	epidermis (near root hair)
LOC-Os02g07870	3.20E-07	0.282028323	0.412	0.255	0.012545834	epidermis (near root hair)
LOC-Os01g412401	3.24E-07	0.312129657	0.595	0.385	0.012688006	epidermis (near root hair)
LOC-Os01g102501	3.47E-07	0.304960157	0.542	0.378	0.013609845	epidermis (near root hair)
LOC-Os02g15020	3.62E-07	0.339194198	0.29	0.145	0.014189816	epidermis (near root hair)
LOC-Os12g28015	3.68E-07	0.387980592	0.71	0.613	0.014420026	epidermis (near root hair)
LOC-Os04g528001	3.73E-07	0.321265613	0.58	0.405	0.014625117	epidermis (near root hair)
LOC-Os05g02990	4.65E-07	0.270511112	0.702	0.604	0.018245958	epidermis (near root hair)
LOC-Os07g36820	4.87E-07	0.297087702	0.771	0.649	0.019105043	epidermis (near root hair)
LOC-Os09g339861	4.91E-07	0.291283864	0.725	0.592	0.019244426	epidermis (near root hair)
LOC-Os06g44160	5.99E-07	0.324278524	0.496	0.329	0.023508969	epidermis (near root hair)
LOC-Os06g07830	6.32E-07	0.328919412	0.656	0.546	0.024793921	epidermis (near root hair)
LOC-Os01g726101	6.59E-07	0.299653652	0.855	0.7	0.025829451	epidermis (near root hair)
LOC-Os03g18454	6.85E-07	0.271279683	0.229	0.106	0.026854752	epidermis (near root hair)
LOC-Os03g48060	7.01E-07	0.450595612	0.382	0.235	0.027481891	epidermis (near root hair)
LOC-Os02g378301	7.24E-07	0.277160778	0.733	0.593	0.028382395	epidermis (near root hair)
LOC-Os08g40620	7.57E-07	0.302755968	0.443	0.294	0.029667745	epidermis (near root hair)
LOC-Os03g58040	7.59E-07	0.427736848	0.733	0.649	0.029772411	epidermis (near root hair)
LOC-Os06g159901	7.69E-07	0.415969611	0.55	0.403	0.030141174	epidermis (near root hair)
LOC-Os05g41120	8.12E-07	0.339195183	0.366	0.225	0.031840332	epidermis (near root hair)
LOC-Os02g54820	8.12E-07	0.323483065	0.763	0.647	0.031842278	epidermis (near root hair)
LOC-Os04g43310	8.67E-07	0.266309248	0.282	0.146	0.034001034	epidermis (near root hair)
LOC-Os12g31850	8.69E-07	0.305661355	0.427	0.265	0.034075583	epidermis (near root hair)
LOC-Os02g17320	8.93E-07	0.341481728	0.611	0.466	0.035013926	epidermis (near root hair)
LOC-Os11g47840	9.49E-07	0.267943644	0.542	0.373	0.037214317	epidermis (near root hair)
LOC-Os09g36520	1.02E-06	0.338856622	0.71	0.563	0.039975687	epidermis (near root hair)
LOC-Os03g605401	1.05E-06	0.250049049	0.649	0.445	0.041189965	epidermis (near root hair)
LOC-Os05g045501	1.06E-06	0.277797687	0.603	0.421	0.041486084	epidermis (near root hair)
LOC-Os05g04960	1.06E-06	0.286284164	0.435	0.273	0.041562135	epidermis (near root hair)
LOC-Os01g24680	1.07E-06	0.280589234	0.351	0.202	0.042126777	epidermis (near root hair)
LOC-Os04g59330	1.29E-06	0.350748511	0.573	0.396	0.050481014	epidermis (near root hair)
LOC-Os03g61710	1.33E-06	0.257207139	0.252	0.125	0.052292795	epidermis (near root hair)
LOC-Os09g32510	1.36E-06	0.25103693	0.496	0.333	0.053241492	epidermis (near root hair)
LOC-Os12g39380	1.46E-06	0.289012738	0.206	0.091	0.057351817	epidermis (near root hair)
LOC-Os04g37670	1.71E-06	0.322392978	0.55	0.37	0.067227719	epidermis (near root hair)
LOC-Os03g13220	1.75E-06	0.318490819	0.466	0.337	0.068536027	epidermis (near root hair)
LOC-Os02g556001	1.89E-06	0.258053318	0.916	0.777	0.073969254	epidermis (near root hair)
LOC-Os01g72150	1.94E-06	0.308531357	0.214	0.094	0.076074461	epidermis (near root hair)
LOC-Os06g50920	2.04E-06	0.279057624	0.336	0.189	0.080014844	epidermis (near root hair)
LOC-Os08g03370	2.07E-06	0.312326068	0.435	0.296	0.081050284	epidermis (near root hair)
LOC-Os11g14070	2.08E-06	0.328651029	0.168	0.067	0.081493356	epidermis (near root hair)
LOC-Os01g57570	2.09E-06	0.265946827	0.435	0.266	0.081777476	epidermis (near root hair)
LOC-Os09g30980	2.20E-06	0.258410562	0.191	0.083	0.086467375	epidermis (near root hair)
LOC-Os01g64520	2.34E-06	0.291151683	0.855	0.803	0.091613891	epidermis (near root hair)
LOC-Os06g51000	2.47E-06	0.266416588	0.198	0.089	0.096785844	epidermis (near root hair)
LOC-Os02g12810	2.48E-06	0.276063939	0.412	0.27	0.097178239	epidermis (near root hair)
LOC-Os03g486261	2.61E-06	0.259359931	0.878	0.8	0.102357392	epidermis (near root hair)
LOC-Os09g10820	2.71E-06	0.284726652	0.328	0.196	0.106091438	epidermis (near root hair)
LOC-Os09g36830	2.72E-06	0.298783571	0.779	0.681	0.106630722	epidermis (near root hair)
LOC-Os11g08950	2.75E-06	0.289241391	0.435	0.294	0.108038599	epidermis (near root hair)
LOC-Os05g347101	2.98E-06	0.29327782	0.885	0.825	0.116978518	epidermis (near root hair)
LOC-Os01g64970	3.14E-06	0.280198604	0.702	0.605	0.123200026	epidermis (near root hair)
LOC-Os05g253101	3.23E-06	0.286957614	0.565	0.435	0.126632434	epidermis (near root hair)
LOC-Os02g10510	3.72E-06	0.306223642	0.649	0.516	0.145926639	epidermis (near root hair)
LOC-Os06g391401	3.98E-06	0.363224379	0.649	0.577	0.15603273	epidermis (near root hair)
LOC-Os09g337901	4.29E-06	0.290978175	0.435	0.299	0.16826705	epidermis (near root hair)
LOC-Os10g25130	4.39E-06	0.350637217	0.809	0.766	0.172124376	epidermis (near root hair)
LOC-Os07g028001	5.00E-06	0.32569329	0.588	0.436	0.196199228	epidermis (near root hair)
LOC-Os03g14250	5.19E-06	0.259920552	0.718	0.62	0.203358084	epidermis (near root hair)
LOC-Os12g05050	5.34E-06	0.440069911	0.519	0.366	0.209338757	epidermis (near root hair)
LOC-Os02g556401	5.80E-06	0.258306884	0.901	0.868	0.227653542	epidermis (near root hair)
LOC-Os03g03200	6.26E-06	0.317693268	0.725	0.633	0.2453218	epidermis (near root hair)
LOC-Os01g54350	7.12E-06	0.275215068	0.382	0.249	0.279085378	epidermis (near root hair)
LOC-Os03g56460	7.18E-06	0.268967953	0.634	0.526	0.281578848	epidermis (near root hair)
LOC-Os03g12510	7.46E-06	0.27349015	0.985	0.96	0.29243193	epidermis (near root hair)
LOC-Os02g35070	7.57E-06	0.265154464	0.397	0.271	0.296829445	epidermis (near root hair)
LOC-Os12g06080	7.65E-06	0.388188227	0.351	0.214	0.299984629	epidermis (near root hair)
LOC-Os01g01450	9.49E-06	0.251982963	0.603	0.471	0.372344367	epidermis (near root hair)
LOC-Os11g418751	9.92E-06	0.28639313	0.725	0.652	0.389133881	epidermis (near root hair)
LOC-Os02g22160	1.03E-05	0.300579115	0.542	0.398	0.403324297	epidermis (near root hair)
LOC-Os03g17850	1.03E-05	0.378014842	0.603	0.489	0.403402846	epidermis (near root hair)
LOC-Os05g43530	1.03E-05	0.269774641	0.344	0.211	0.404062213	epidermis (near root hair)
LOC-Os05g411801	1.07E-05	0.282198115	0.374	0.257	0.418515225	epidermis (near root hair)
LOC-Os05g06750	1.33E-05	0.274181716	0.58	0.472	0.521923757	epidermis (near root hair)
LOC-Os03g22420	1.35E-05	0.273783764	0.344	0.219	0.528440764	epidermis (near root hair)
LOC-Os07g01440	1.40E-05	0.472567719	0.519	0.357	0.548185091	epidermis (near root hair)
LOC-Os02g551401	1.42E-05	0.293642597	0.458	0.338	0.557357243	epidermis (near root hair)
LOC-Os06g49800	1.47E-05	0.344888888	0.427	0.31	0.576931449	epidermis (near root hair)
LOC-Os02g44820	1.56E-05	0.352871605	0.74	0.652	0.611480644	epidermis (near root hair)
LOC-Os04g32660	1.60E-05	0.268234088	0.847	0.814	0.629116208	epidermis (near root hair)
LOC-Os05g09550	1.63E-05	0.330777718	0.366	0.252	0.63877572	epidermis (near root hair)
LOC-Os10g25170	1.84E-05	0.337007933	0.42	0.29	0.72034523	epidermis (near root hair)
LOC-Os05g31770	1.88E-05	0.287168448	0.427	0.304	0.736324294	epidermis (near root hair)
LOC-Os09g38020	2.17E-05	0.284079159	0.954	0.876	0.850468564	epidermis (near root hair)
LOC-Os03g52680	2.25E-05	0.286277352	0.565	0.465	0.881307565	epidermis (near root hair)
LOC-Os10g38670	2.39E-05	0.264230269	0.351	0.219	0.938366124	epidermis (near root hair)
LOC-Os12g368501	2.90E-05	0.253867429	0.374	0.225	1	epidermis (near root hair)
LOC-Os02g57280	2.95E-05	0.326858585	0.26	0.14	1	epidermis (near root hair)
LOC-Os01g245601	3.22E-05	0.300922854	0.305	0.168	1	epidermis (near root hair)
LOC-Os05g49420	3.36E-05	0.286339997	0.435	0.315	1	epidermis (near root hair)
LOC-Os09g20090	3.50E-05	0.295925267	0.656	0.541	1	epidermis (near root hair)
LOC-Os06g48040	4.10E-05	0.290347743	0.573	0.451	1	epidermis (near root hair)
LOC-Os10g30600	4.17E-05	0.325741095	0.405	0.294	1	epidermis (near root hair)
LOC-Os12g32980	4.21E-05	0.263939155	0.534	0.447	1	epidermis (near root hair)
LOC-Os01g72480	4.26E-05	0.302332357	0.679	0.599	1	epidermis (near root hair)
LOC-Os08g02690	4.55E-05	0.303350608	0.595	0.478	1	epidermis (near root hair)
LOC-Os05g41670	4.57E-05	0.261104703	0.435	0.321	1	epidermis (near root hair)
LOC-Os06g14420	4.58E-05	0.256735996	0.328	0.205	1	epidermis (near root hair)
LOC-Os06g19370	4.82E-05	0.252733494	0.29	0.175	1	epidermis (near root hair)
LOC-Os02g19510	4.93E-05	0.274339792	0.489	0.365	1	epidermis (near root hair)
LOC-Os07g36600	5.31E-05	0.262553854	0.802	0.763	1	epidermis (near root hair)
LOC-Os08g444601	5.37E-05	0.275074521	0.763	0.72	1	epidermis (near root hair)
LOC-Os04g32330	6.29E-05	0.266159253	0.634	0.554	1	epidermis (near root hair)
LOC-Os06g013041	6.44E-05	0.286421545	0.534	0.434	1	epidermis (near root hair)
LOC-Os05g45070	6.47E-05	0.37189375	0.344	0.214	1	epidermis (near root hair)
LOC-Os08g05570	6.57E-05	0.250990819	0.42	0.31	1	epidermis (near root hair)
LOC-Os03g20870	6.88E-05	0.348761049	0.405	0.271	1	epidermis (near root hair)
LOC-Os02g51730	7.01E-05	0.296926419	0.496	0.375	1	epidermis (near root hair)
LOC-Os11g475201	7.16E-05	0.30974315	0.519	0.371	1	epidermis (near root hair)
LOC-Os05g37690	7.21E-05	0.251339781	0.374	0.258	1	epidermis (near root hair)
LOC-Os04g039201	7.49E-05	0.25797808	0.557	0.439	1	epidermis (near root hair)
LOC-Os03g28080	7.78E-05	0.257743169	0.397	0.27	1	epidermis (near root hair)
LOC-Os06g339701	8.42E-05	0.300659154	0.397	0.27	1	epidermis (near root hair)
LOC-Os03g18600	9.51E-05	0.296178641	0.481	0.352	1	epidermis (near root hair)
LOC-Os07g332701	9.67E-05	0.258159283	0.664	0.595	1	epidermis (near root hair)
LOC-Os02g57600	0.000105728	0.267010629	0.504	0.424	1	epidermis (near root hair)
LOC-Os05g35444	0.000112769	0.269520082	0.382	0.264	1	epidermis (near root hair)
LOC-Os10g10620	0.000119365	0.294240976	0.26	0.148	1	epidermis (near root hair)
LOC-Os01g40660	0.000120003	0.317767933	0.328	0.213	1	epidermis (near root hair)
LOC-Os08g08090	0.000127473	0.402485965	0.351	0.231	1	epidermis (near root hair)
LOC-Os10g225201	0.000153112	0.271188426	0.733	0.604	1	epidermis (near root hair)
LOC-Os06g07560	0.000166026	0.319373334	0.519	0.416	1	epidermis (near root hair)
LOC-Os02g56850	0.000176026	0.256797571	0.55	0.429	1	epidermis (near root hair)
LOC-Os02g520001	0.000177618	0.472045937	0.435	0.314	1	epidermis (near root hair)
LOC-Os10g349201	0.000184669	0.310466793	0.679	0.549	1	epidermis (near root hair)
LOC-Os02g04450	0.000213442	0.255049485	0.435	0.339	1	epidermis (near root hair)
LOC-Os03g52390	0.000270187	0.559009141	0.298	0.188	1	epidermis (near root hair)
LOC-Os02g57610	0.000277846	0.255513779	0.557	0.462	1	epidermis (near root hair)
LOC-Os04g05080	0.000350719	0.260404943	0.71	0.738	1	epidermis (near root hair)
LOC-Os02g44230	0.000350799	0.282602237	0.458	0.364	1	epidermis (near root hair)
LOC-Os09g367301	0.000381927	0.349406615	0.504	0.384	1	epidermis (near root hair)
LOC-Os01g62460	0.000460451	0.271559952	0.527	0.417	1	epidermis (near root hair)
LOC-Os02g027001	0.000755852	0.309350004	0.382	0.284	1	epidermis (near root hair)
LOC-Os03g52380	0.000958692	0.260109407	0.298	0.195	1	epidermis (near root hair)
LOC-Os05g305001	0.001130083	0.402707684	0.634	0.551	1	epidermis (near root hair)
LOC-Os01g46400	0.001190211	0.268899586	0.237	0.153	1	epidermis (near root hair)
LOC-Os05g43040	0.001378493	0.259696547	0.565	0.485	1	epidermis (near root hair)
LOC-Os10g14180	0.001503169	0.280491113	0.16	0.087	1	epidermis (near root hair)
LOC-Os09g38530	0.00168487	0.307545137	0.55	0.516	1	epidermis (near root hair)
LOC-Os10g216701	0.002107089	0.459518418	0.267	0.17	1	epidermis (near root hair)
LOC-Os02g54730	0.002617432	0.288171443	0.321	0.228	1	epidermis (near root hair)
LOC-Os02g01590	0.002908847	0.289670914	0.282	0.197	1	epidermis (near root hair)
LOC-Os04g03980	0.004659213	0.345428487	0.397	0.315	1	epidermis (near root hair)
LOC-Os10g36924	0.004918072	0.266693936	0.641	0.575	1	epidermis (near root hair)
LOC-Os07g39280	0.005493469	0.300780969	0.611	0.595	1	epidermis (near root hair)
LOC-Os01g254841	0.006148991	0.252546542	0.679	0.624	1	epidermis (near root hair)
LOC-Os05g01810	0	3.34137	1	0.007	0	metaxylem
LOC-Os03g21230	0	1.395180173	1	0.004	0	metaxylem
LOC-Os07g01370	0	3.852931046	0.941	0.007	0	metaxylem
LOC-Os02g498501	0	2.179242109	0.941	0.008	0	metaxylem
LOC-Os02g34870	0	1.594637125	0.941	0.008	0	metaxylem
LOC-Os05g28830	0	1.230170752	0.941	0.004	0	metaxylem
LOC-Os11g09040	0	2.597023693	0.882	0.002	0	metaxylem
LOC-Os03g59280	0	2.443518688	0.882	0.003	0	metaxylem
LOC-Os07g44450	0	2.324069581	0.882	0.003	0	metaxylem
LOC-Os04g33530	0	1.768374029	0.824	0.002	0	metaxylem
LOC-Os05g38390	0	1.345265217	0.824	0.002	0	metaxylem
LOC-Os11g28310	0	1.654238175	0.765	0.004	0	metaxylem
LOC-Os04g02650	0	1.249892815	0.765	0.003	0	metaxylem
LOC-Os02g57840	0	1.155767068	0.706	0.003	0	metaxylem
LOC-Os03g21210	0	0.752418101	0.706	0.005	0	metaxylem
LOC-Os01g50720	0	1.246805355	0.647	0.003	0	metaxylem
LOC-Os08g01330	0	1.105435262	0.647	0.001	0	metaxylem
LOC-Os01g60960	0	0.742216355	0.647	0.002	0	metaxylem
LOC-Os05g38420	0	1.136101546	0.588	0.001	0	metaxylem
LOC-Os05g38410	0	0.857793692	0.529	0	0	metaxylem
LOC-Os06g01480	0	0.628979798	0.529	0	0	metaxylem
LOC-Os01g44130	0	1.021407083	0.471	0	0	metaxylem
LOC-Os08g33590	0	0.709547999	0.471	0.001	0	metaxylem
LOC-Os01g46240	0	0.697436004	0.471	0.001	0	metaxylem
LOC-Os10g35040	0	0.565385231	0.471	0.002	0	metaxylem
LOC-Os08g44020	0	0.844362031	0.412	0	0	metaxylem
LOC-Os01g44330	0	0.662713318	0.412	0	0	metaxylem
LOC-Os02g49860	0	0.5772947	0.412	0.001	0	metaxylem
LOC-Os01g05880	0	0.407588479	0.412	0	0	metaxylem
LOC-Os01g11010	0	1.263487082	0.353	0	0	metaxylem
LOC-Os09g28600	0	0.771933518	0.353	0	0	metaxylem
LOC-Os09g27250	0	0.518399218	0.353	0	0	metaxylem
LOC-Os01g58730	0	0.443171672	0.353	0.001	0	metaxylem
LOC-Os01g04290	0	0.415458224	0.353	0	0	metaxylem
LOC-Os12g33070	0	0.309758876	0.353	0	0	metaxylem
LOC-Os12g08160	0	0.69911409	0.294	0	0	metaxylem
LOC-Os03g03540	0	0.272407797	0.294	0.001	0	metaxylem
LOC-Os06g12820	0	0.272964991	0.235	0	0	metaxylem
LOC-Os02g32650	3.85E-305	3.048195515	1	0.011	1.51E-300	metaxylem
LOC-Os07g41320	6.20E-296	1.448006775	0.941	0.01	2.43E-291	metaxylem
LOC-Os02g44730	5.03E-293	0.408948491	0.294	0.001	1.97E-288	metaxylem
LOC-Os01g73980	1.12E-291	4.422834682	0.941	0.01	4.39E-287	metaxylem
LOC-Os04g54390	2.72E-291	1.022892487	0.529	0.003	1.07E-286	metaxylem
LOC-Os04g45340	4.55E-285	1.107553553	0.706	0.005	1.78E-280	metaxylem
LOC-Os07g44930	2.85E-281	1.044855886	0.353	0.001	1.12E-276	metaxylem
LOC-Os11g33110	1.40E-266	0.919126059	0.353	0.001	5.47E-262	metaxylem
LOC-Os01g62480	8.21E-254	1.808766238	0.706	0.006	3.22E-249	metaxylem
LOC-Os11g19480	6.70E-241	0.539632174	0.353	0.001	2.63E-236	metaxylem
LOC-Os03g14270	1.33E-238	1.208854529	0.588	0.004	5.21E-234	metaxylem
LOC-Os01g68540	1.61E-227	0.58523696	0.529	0.004	6.33E-223	metaxylem
LOC-Os02g08170	7.70E-220	0.325272409	0.294	0.001	3.02E-215	metaxylem
LOC-Os03g63390	2.03E-203	4.059668711	0.882	0.013	7.96E-199	metaxylem
LOC-Os04g49700	2.18E-187	0.56112977	0.471	0.004	8.56E-183	metaxylem
LOC-Os01g62490	5.85E-176	2.715141153	0.882	0.015	2.29E-171	metaxylem
LOC-Os07g481401	1.60E-174	2.364659705	0.882	0.015	6.28E-170	metaxylem
LOC-Os02g48450	1.43E-173	0.452852579	0.235	0.001	5.61E-169	metaxylem
LOC-Os01g47635	6.54E-155	0.73865643	0.471	0.005	2.56E-150	metaxylem
LOC-Os04g43290	3.51E-153	0.574289619	0.529	0.006	1.38E-148	metaxylem
LOC-Os03g472101	2.15E-141	2.083637201	0.824	0.017	8.44E-137	metaxylem
LOC-Os01g08460	4.68E-141	0.288120859	0.235	0.001	1.83E-136	metaxylem
LOC-Os02g01060	6.98E-133	0.361326925	0.235	0.001	2.74E-128	metaxylem
LOC-Os08g05870	2.97E-125	0.887217243	0.706	0.014	1.16E-120	metaxylem
LOC-Os02g12730	3.37E-120	0.459360817	0.529	0.008	1.32E-115	metaxylem
LOC-Os03g09850	9.24E-119	0.829680369	0.529	0.008	3.62E-114	metaxylem
LOC-Os05g38000	1.33E-118	0.622815287	0.529	0.008	5.22E-114	metaxylem
LOC-Os04g328201	1.09E-115	1.525246468	0.882	0.024	4.29E-111	metaxylem
LOC-Os05g40020	2.46E-115	0.494274579	0.529	0.008	9.65E-111	metaxylem
LOC-Os06g22050	1.86E-113	0.516285377	0.294	0.002	7.29E-109	metaxylem
LOC-Os10g27120	9.83E-113	0.727824877	0.529	0.008	3.86E-108	metaxylem
LOC-Os05g19670	1.12E-111	2.101951362	0.765	0.019	4.40E-107	metaxylem
LOC-Os01g13000	2.58E-111	0.621113831	0.471	0.007	1.01E-106	metaxylem
LOC-Os02g52830	4.84E-109	0.853344242	0.706	0.016	1.90E-104	metaxylem
LOC-Os10g27280	7.79E-107	0.571514225	0.294	0.003	3.06E-102	metaxylem
LOC-Os04g015001	1.66E-97	1.234292879	0.647	0.015	6.52E-93	metaxylem
LOC-Os11g091801	4.84E-96	0.864458428	0.588	0.013	1.90E-91	metaxylem
LOC-Os02g448601	1.61E-95	1.167561001	0.588	0.013	6.31E-91	metaxylem
LOC-Os04g45170	2.59E-95	0.604462278	0.471	0.008	1.02E-90	metaxylem
LOC-Os05g49370	6.61E-93	1.319970653	0.294	0.003	2.59E-88	metaxylem
LOC-Os03g08100	5.36E-92	2.647341868	1	0.041	2.10E-87	metaxylem
LOC-Os04g328401	1.71E-85	1.186022913	0.706	0.021	6.69E-81	metaxylem
LOC-Os01g36660	4.17E-82	0.406113791	0.294	0.003	1.63E-77	metaxylem
LOC-Os01g493601	1.88E-80	1.172174186	0.882	0.035	7.36E-76	metaxylem
LOC-Os03g603001	2.85E-80	1.675429199	0.647	0.019	1.12E-75	metaxylem
LOC-Os03g10220	7.93E-80	0.454073893	0.412	0.007	3.11E-75	metaxylem
LOC-Os03g64230	1.21E-78	1.08690613	0.706	0.023	4.76E-74	metaxylem
LOC-Os01g156104	1.06E-77	4.055839728	1	0.05	4.15E-73	metaxylem
LOC-Os12g10320	2.31E-74	1.281380683	0.765	0.029	9.05E-70	metaxylem
LOC-Os05g47870	8.10E-72	0.271630359	0.294	0.004	3.18E-67	metaxylem
LOC-Os01g736301	2.66E-71	0.881253979	0.647	0.02	1.04E-66	metaxylem
LOC-Os01g09550	4.03E-71	0.390480713	0.353	0.006	1.58E-66	metaxylem
LOC-Os11g42170	4.05E-71	0.307241657	0.176	0.001	1.59E-66	metaxylem
LOC-Os10g350501	4.98E-68	0.347591849	0.353	0.006	1.95E-63	metaxylem
LOC-Os02g47660	6.85E-68	0.868611308	0.765	0.031	2.69E-63	metaxylem
LOC-Os04g58700	9.34E-68	0.484295793	0.353	0.006	3.66E-63	metaxylem
LOC-Os01g58670	1.71E-66	0.279901783	0.294	0.004	6.69E-62	metaxylem
LOC-Os08g43320	5.62E-65	2.851007902	0.941	0.053	2.20E-60	metaxylem
LOC-Os01g11810	8.17E-64	1.258601277	0.706	0.028	3.20E-59	metaxylem
LOC-Os03g25440	1.82E-63	1.43937633	0.412	0.009	7.15E-59	metaxylem
LOC-Os12g05900	1.57E-61	0.563114868	0.412	0.01	6.18E-57	metaxylem
LOC-Os07g40150	1.47E-59	0.482102741	0.471	0.013	5.76E-55	metaxylem
LOC-Os02g063801	4.12E-57	1.568540519	0.882	0.05	1.62E-52	metaxylem
LOC-Os01g724601	1.67E-56	1.517254971	0.765	0.037	6.54E-52	metaxylem
LOC-Os01g57880	1.88E-55	0.711338487	0.235	0.003	7.38E-51	metaxylem
LOC-Os01g36460	7.39E-55	0.983300627	0.471	0.014	2.90E-50	metaxylem
LOC-Os01g55229	3.27E-54	2.165255172	0.765	0.04	1.28E-49	metaxylem
LOC-Os06g12790	5.11E-54	1.526841154	0.882	0.054	2.01E-49	metaxylem
LOC-Os01g570501	8.38E-51	2.268574078	0.824	0.05	3.29E-46	metaxylem
LOC-Os04g52320	1.59E-49	0.384088244	0.235	0.004	6.25E-45	metaxylem
LOC-Os08g32610	1.65E-48	1.121226221	0.706	0.038	6.47E-44	metaxylem
LOC-Os03g63504	4.37E-47	0.344819069	0.294	0.006	1.71E-42	metaxylem
LOC-Os08g36020	1.72E-45	0.357299758	0.353	0.01	6.73E-41	metaxylem
LOC-Os02g42970	2.04E-44	0.283332314	0.176	0.002	7.98E-40	metaxylem
LOC-Os02g328141	2.46E-44	1.557500868	0.765	0.049	9.63E-40	metaxylem
LOC-Os04g52770	2.81E-43	0.456608733	0.294	0.007	1.10E-38	metaxylem
LOC-Os02g46340	8.72E-43	0.791353235	0.353	0.01	3.42E-38	metaxylem
LOC-Os03g18110	1.08E-42	0.849048387	0.588	0.03	4.22E-38	metaxylem
LOC-Os05g46360	3.40E-42	0.345900411	0.353	0.01	1.33E-37	metaxylem
LOC-Os04g37760	4.18E-42	0.323777223	0.235	0.005	1.64E-37	metaxylem
LOC-Os02g02320	5.19E-42	1.864603651	0.941	0.083	2.04E-37	metaxylem
LOC-Os08g25734	6.69E-42	0.509550689	0.471	0.019	2.62E-37	metaxylem
LOC-Os10g33350	2.31E-41	0.686046831	0.529	0.024	9.05E-37	metaxylem
LOC-Os12g416001	3.30E-41	0.545812715	0.529	0.024	1.29E-36	metaxylem
LOC-Os01g50750	6.34E-40	0.983207345	0.706	0.045	2.48E-35	metaxylem
LOC-Os05g357801	3.21E-37	0.441664081	0.294	0.008	1.26E-32	metaxylem
LOC-Os04g58100	3.71E-36	0.631398601	0.529	0.027	1.46E-31	metaxylem
LOC-Os05g43690	3.76E-36	0.374263673	0.412	0.017	1.47E-31	metaxylem
LOC-Os01g62200	4.37E-36	0.40351599	0.353	0.012	1.71E-31	metaxylem
LOC-Os12g381701	7.39E-36	2.539897667	0.882	0.086	2.90E-31	metaxylem
LOC-Os01g44040	2.42E-34	0.937071604	0.824	0.074	9.48E-30	metaxylem
LOC-Os11g10870	3.82E-34	0.391180139	0.176	0.003	1.50E-29	metaxylem
LOC-Os02g34710	8.51E-34	0.276693794	0.353	0.013	3.34E-29	metaxylem
LOC-Os12g01730	1.39E-33	0.312120312	0.235	0.006	5.44E-29	metaxylem
LOC-Os01g11460	2.32E-33	0.41082123	0.353	0.013	9.11E-29	metaxylem
LOC-Os01g47050	1.03E-32	0.651027439	0.353	0.014	4.05E-28	metaxylem
LOC-Os04g43910	3.37E-32	0.713360179	0.412	0.019	1.32E-27	metaxylem
LOC-Os07g409101	5.36E-32	0.448157617	0.353	0.014	2.10E-27	metaxylem
LOC-Os11g13870	6.63E-32	0.459928849	0.294	0.01	2.60E-27	metaxylem
